Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;Total Nacional;Total;2004T3;15.498,7
Ambos sexos;Total Nacional;Total;2004T2;15.571,9
Ambos sexos;Total Nacional;Total;2004T1;15.624,9
Ambos sexos;Total Nacional;Total;2003T4;15.565,8
Ambos sexos;Total Nacional;Total;2003T3;15.537,2
Ambos sexos;Total Nacional;Total;2003T2;15.649,4
Ambos sexos;Total Nacional;Total;2003T1;15.712,8
Ambos sexos;Total Nacional;Total;2002T4;15.758,1
Ambos sexos;Total Nacional;Total;2002T3;15.689,5
Ambos sexos;Total Nacional;Total;2002T2;15.769,2
Ambos sexos;Total Nacional;Total;2002T1;15.835,5
Ambos sexos;Total Nacional;De 16 a 19 años;2024T3;1.745,2
Ambos sexos;Total Nacional;De 16 a 19 años;2024T2;1.791,7
Ambos sexos;Total Nacional;De 16 a 19 años;2024T1;1.791,5
Ambos sexos;Total Nacional;De 16 a 19 años;2023T4;1.799,4
Ambos sexos;Total Nacional;De 16 a 19 años;2023T3;1.668
Ambos sexos;Total Nacional;De 16 a 19 años;2023T2;1.716,9
Ambos sexos;Total Nacional;De 16 a 19 años;2023T1;1.767,1
Ambos sexos;Total Nacional;De 16 a 19 años;2022T4;1.756,2
Ambos sexos;Total Nacional;De 16 a 19 años;2022T3;1.670,5
Ambos sexos;Total Nacional;De 16 a 19 años;2022T2;1.667,1
Ambos sexos;Total Nacional;De 16 a 19 años;2022T1;1.690,7
Ambos sexos;Total Nacional;De 16 a 19 años;2021T4;1.695,6
Ambos sexos;Total Nacional;De 16 a 19 años;2021T3;1.602,3
Ambos sexos;Total Nacional;De 16 a 19 años;2021T2;1.656,9
Ambos sexos;Total Nacional;De 16 a 19 años;2021T1;1.697,4
Ambos sexos;Total Nacional;De 16 a 19 años;2020T4;1.712,9
Ambos sexos;Total Nacional;De 16 a 19 años;2020T3;1.655
Ambos sexos;Total Nacional;De 16 a 19 años;2020T2;1.719
Ambos sexos;Total Nacional;De 16 a 19 años;2020T1;1.662
Ambos sexos;Total Nacional;De 16 a 19 años;2019T4;1.634,6
Ambos sexos;Total Nacional;De 16 a 19 años;2019T3;1.573,5
Ambos sexos;Total Nacional;De 16 a 19 años;2019T2;1.590,4
Ambos sexos;Total Nacional;De 16 a 19 años;2019T1;1.604,8
Ambos sexos;Total Nacional;De 16 a 19 años;2018T4;1.585,1
Ambos sexos;Total Nacional;De 16 a 19 años;2018T3;1.524,3
Ambos sexos;Total Nacional;De 16 a 19 años;2018T2;1.544,3
Ambos sexos;Total Nacional;De 16 a 19 años;2018T1;1.567,7
Ambos sexos;Total Nacional;De 16 a 19 años;2017T4;1.534,4
Ambos sexos;Total Nacional;De 16 a 19 años;2017T3;1.485,4
Ambos sexos;Total Nacional;De 16 a 19 años;2017T2;1.523
Ambos sexos;Total Nacional;De 16 a 19 años;2017T1;1.536,8
Ambos sexos;Total Nacional;De 16 a 19 años;2016T4;1.522,3
Ambos sexos;Total Nacional;De 16 a 19 años;2016T3;1.480,7
Ambos sexos;Total Nacional;De 16 a 19 años;2016T2;1.508,9
Ambos sexos;Total Nacional;De 16 a 19 años;2016T1;1.510,7
Ambos sexos;Total Nacional;De 16 a 19 años;2015T4;1.493,1
Ambos sexos;Total Nacional;De 16 a 19 años;2015T3;1.429,7
Ambos sexos;Total Nacional;De 16 a 19 años;2015T2;1.462,6
Ambos sexos;Total Nacional;De 16 a 19 años;2015T1;1.471,6
Ambos sexos;Total Nacional;De 16 a 19 años;2014T4;1.461,8
Ambos sexos;Total Nacional;De 16 a 19 años;2014T3;1.435,2
Ambos sexos;Total Nacional;De 16 a 19 años;2014T2;1.465,5
Ambos sexos;Total Nacional;De 16 a 19 años;2014T1;1.466,7
Ambos sexos;Total Nacional;De 16 a 19 años;2013T4;1.445,6
Ambos sexos;Total Nacional;De 16 a 19 años;2013T3;1.395,2
Ambos sexos;Total Nacional;De 16 a 19 años;2013T2;1.445,3
Ambos sexos;Total Nacional;De 16 a 19 años;2013T1;1.457,3
Ambos sexos;Total Nacional;De 16 a 19 años;2012T4;1.477,2
Ambos sexos;Total Nacional;De 16 a 19 años;2012T3;1.412,2
Ambos sexos;Total Nacional;De 16 a 19 años;2012T2;1.436,9
Ambos sexos;Total Nacional;De 16 a 19 años;2012T1;1.467,9
Ambos sexos;Total Nacional;De 16 a 19 años;2011T4;1.477
Ambos sexos;Total Nacional;De 16 a 19 años;2011T3;1.389,9
Ambos sexos;Total Nacional;De 16 a 19 años;2011T2;1.438,1
Ambos sexos;Total Nacional;De 16 a 19 años;2011T1;1.465,7
Ambos sexos;Total Nacional;De 16 a 19 años;2010T4;1.462
Ambos sexos;Total Nacional;De 16 a 19 años;2010T3;1.404,3
Ambos sexos;Total Nacional;De 16 a 19 años;2010T2;1.405,2
Ambos sexos;Total Nacional;De 16 a 19 años;2010T1;1.438
Ambos sexos;Total Nacional;De 16 a 19 años;2009T4;1.454,9
Ambos sexos;Total Nacional;De 16 a 19 años;2009T3;1.354,7
Ambos sexos;Total Nacional;De 16 a 19 años;2009T2;1.377,4
Ambos sexos;Total Nacional;De 16 a 19 años;2009T1;1.381
Ambos sexos;Total Nacional;De 16 a 19 años;2008T4;1.364,9
Ambos sexos;Total Nacional;De 16 a 19 años;2008T3;1.261,9
Ambos sexos;Total Nacional;De 16 a 19 años;2008T2;1.317,9
Ambos sexos;Total Nacional;De 16 a 19 años;2008T1;1.342,2
Ambos sexos;Total Nacional;De 16 a 19 años;2007T4;1.339,5
Ambos sexos;Total Nacional;De 16 a 19 años;2007T3;1.245,5
Ambos sexos;Total Nacional;De 16 a 19 años;2007T2;1.297,1
Ambos sexos;Total Nacional;De 16 a 19 años;2007T1;1.350,3
Ambos sexos;Total Nacional;De 16 a 19 años;2006T4;1.330,9
Ambos sexos;Total Nacional;De 16 a 19 años;2006T3;1.257
Ambos sexos;Total Nacional;De 16 a 19 años;2006T2;1.316
Ambos sexos;Total Nacional;De 16 a 19 años;2006T1;1.360,1
Ambos sexos;Total Nacional;De 16 a 19 años;2005T4;1.348,6
Ambos sexos;Total Nacional;De 16 a 19 años;2005T3;1.277,6
Ambos sexos;Total Nacional;De 16 a 19 años;2005T2;1.325,1
Ambos sexos;Total Nacional;De 16 a 19 años;2005T1;1.373,5
Ambos sexos;Total Nacional;De 16 a 19 años;2004T4;1.407,6
Ambos sexos;Total Nacional;De 16 a 19 años;2004T3;1.364,4
Ambos sexos;Total Nacional;De 16 a 19 años;2004T2;1.432,7
Ambos sexos;Total Nacional;De 16 a 19 años;2004T1;1.448,3
Ambos sexos;Total Nacional;De 16 a 19 años;2003T4;1.437
Ambos sexos;Total Nacional;De 16 a 19 años;2003T3;1.404,2
Ambos sexos;Total Nacional;De 16 a 19 años;2003T2;1.444,2
Ambos sexos;Total Nacional;De 16 a 19 años;2003T1;1.474,8
Ambos sexos;Total Nacional;De 16 a 19 años;2002T4;1.464,4
Ambos sexos;Total Nacional;De 16 a 19 años;2002T3;1.434,7
Ambos sexos;Total Nacional;De 16 a 19 años;2002T2;1.495,8
Ambos sexos;Total Nacional;De 16 a 19 años;2002T1;1.493,6
Ambos sexos;Total Nacional;De 20 a 24 años;2024T3;1.073,4
Ambos sexos;Total Nacional;De 20 a 24 años;2024T2;1.178,1
Ambos sexos;Total Nacional;De 20 a 24 años;2024T1;1.199,1
Ambos sexos;Total Nacional;De 20 a 24 años;2023T4;1.161,7
Ambos sexos;Total Nacional;De 20 a 24 años;2023T3;1.052,5
Ambos sexos;Total Nacional;De 20 a 24 años;2023T2;1.142,1
Ambos sexos;Total Nacional;De 20 a 24 años;2023T1;1.186,4
Ambos sexos;Total Nacional;De 20 a 24 años;2022T4;1.165,7
Ambos sexos;Total Nacional;De 20 a 24 años;2022T3;1.045,6
Ambos sexos;Total Nacional;De 20 a 24 años;2022T2;1.093,5
Ambos sexos;Total Nacional;De 20 a 24 años;2022T1;1.161,8
Ambos sexos;Total Nacional;De 20 a 24 años;2021T4;1.161,3
Ambos sexos;Total Nacional;De 20 a 24 años;2021T3;1.033,6
Ambos sexos;Total Nacional;De 20 a 24 años;2021T2;1.096,6
Ambos sexos;Total Nacional;De 20 a 24 años;2021T1;1.174,4
Ambos sexos;Total Nacional;De 20 a 24 años;2020T4;1.163,7
Ambos sexos;Total Nacional;De 20 a 24 años;2020T3;1.094,3
Ambos sexos;Total Nacional;De 20 a 24 años;2020T2;1.266,4
Ambos sexos;Total Nacional;De 20 a 24 años;2020T1;1.116,1
Ambos sexos;Total Nacional;De 20 a 24 años;2019T4;1.069
Ambos sexos;Total Nacional;De 20 a 24 años;2019T3;959,1
Ambos sexos;Total Nacional;De 20 a 24 años;2019T2;1.044,2
Ambos sexos;Total Nacional;De 20 a 24 años;2019T1;1.074,9
Ambos sexos;Total Nacional;De 20 a 24 años;2018T4;1.023,2
Ambos sexos;Total Nacional;De 20 a 24 años;2018T3;959,9
Ambos sexos;Total Nacional;De 20 a 24 años;2018T2;1.017,1
Ambos sexos;Total Nacional;De 20 a 24 años;2018T1;1.063,4
Ambos sexos;Total Nacional;De 20 a 24 años;2017T4;1.008
Ambos sexos;Total Nacional;De 20 a 24 años;2017T3;925,1
Ambos sexos;Total Nacional;De 20 a 24 años;2017T2;1.012,7
Ambos sexos;Total Nacional;De 20 a 24 años;2017T1;1.047,9
Ambos sexos;Total Nacional;De 20 a 24 años;2016T4;1.046,2
Ambos sexos;Total Nacional;De 20 a 24 años;2016T3;971,1
Ambos sexos;Total Nacional;De 20 a 24 años;2016T2;996,2
Ambos sexos;Total Nacional;De 20 a 24 años;2016T1;1.044
Ambos sexos;Total Nacional;De 20 a 24 años;2015T4;1.018,1
Ambos sexos;Total Nacional;De 20 a 24 años;2015T3;928,7
Ambos sexos;Total Nacional;De 20 a 24 años;2015T2;989,6
Ambos sexos;Total Nacional;De 20 a 24 años;2015T1;1.023
Ambos sexos;Total Nacional;De 20 a 24 años;2014T4;992,9
Ambos sexos;Total Nacional;De 20 a 24 años;2014T3;942,3
Ambos sexos;Total Nacional;De 20 a 24 años;2014T2;998,2
Ambos sexos;Total Nacional;De 20 a 24 años;2014T1;998,9
Ambos sexos;Total Nacional;De 20 a 24 años;2013T4;977,2
Ambos sexos;Total Nacional;De 20 a 24 años;2013T3;924,8
Ambos sexos;Total Nacional;De 20 a 24 años;2013T2;974,9
Ambos sexos;Total Nacional;De 20 a 24 años;2013T1;969,7
Ambos sexos;Total Nacional;De 20 a 24 años;2012T4;974,2
Ambos sexos;Total Nacional;De 20 a 24 años;2012T3;897,7
Ambos sexos;Total Nacional;De 20 a 24 años;2012T2;962,1
Ambos sexos;Total Nacional;De 20 a 24 años;2012T1;980,7
Ambos sexos;Total Nacional;De 20 a 24 años;2011T4;952,8
Ambos sexos;Total Nacional;De 20 a 24 años;2011T3;875,6
Ambos sexos;Total Nacional;De 20 a 24 años;2011T2;934,2
Ambos sexos;Total Nacional;De 20 a 24 años;2011T1;950,2
Ambos sexos;Total Nacional;De 20 a 24 años;2010T4;927,2
Ambos sexos;Total Nacional;De 20 a 24 años;2010T3;858
Ambos sexos;Total Nacional;De 20 a 24 años;2010T2;928
Ambos sexos;Total Nacional;De 20 a 24 años;2010T1;956
Ambos sexos;Total Nacional;De 20 a 24 años;2009T4;923
Ambos sexos;Total Nacional;De 20 a 24 años;2009T3;853,7
Ambos sexos;Total Nacional;De 20 a 24 años;2009T2;913,7
Ambos sexos;Total Nacional;De 20 a 24 años;2009T1;911,8
Ambos sexos;Total Nacional;De 20 a 24 años;2008T4;870,1
Ambos sexos;Total Nacional;De 20 a 24 años;2008T3;812,8
Ambos sexos;Total Nacional;De 20 a 24 años;2008T2;903,8
Ambos sexos;Total Nacional;De 20 a 24 años;2008T1;946,5
Ambos sexos;Total Nacional;De 20 a 24 años;2007T4;926
Ambos sexos;Total Nacional;De 20 a 24 años;2007T3;847,6
Ambos sexos;Total Nacional;De 20 a 24 años;2007T2;935,3
Ambos sexos;Total Nacional;De 20 a 24 años;2007T1;955,1
Ambos sexos;Total Nacional;De 20 a 24 años;2006T4;917,7
Ambos sexos;Total Nacional;De 20 a 24 años;2006T3;875,9
Ambos sexos;Total Nacional;De 20 a 24 años;2006T2;920,3
Ambos sexos;Total Nacional;De 20 a 24 años;2006T1;947,2
Ambos sexos;Total Nacional;De 20 a 24 años;2005T4;948,8
Ambos sexos;Total Nacional;De 20 a 24 años;2005T3;905,3
Ambos sexos;Total Nacional;De 20 a 24 años;2005T2;979,8
Ambos sexos;Total Nacional;De 20 a 24 años;2005T1;1.007,5
Ambos sexos;Total Nacional;De 20 a 24 años;2004T4;1.070
Ambos sexos;Total Nacional;De 20 a 24 años;2004T3;1.016
Ambos sexos;Total Nacional;De 20 a 24 años;2004T2;1.073,3
Ambos sexos;Total Nacional;De 20 a 24 años;2004T1;1.103,8
Ambos sexos;Total Nacional;De 20 a 24 años;2003T4;1.113,8
Ambos sexos;Total Nacional;De 20 a 24 años;2003T3;1.071,6
Ambos sexos;Total Nacional;De 20 a 24 años;2003T2;1.158,1
Ambos sexos;Total Nacional;De 20 a 24 años;2003T1;1.182,7
Ambos sexos;Total Nacional;De 20 a 24 años;2002T4;1.188,4
Ambos sexos;Total Nacional;De 20 a 24 años;2002T3;1.156,1
Ambos sexos;Total Nacional;De 20 a 24 años;2002T2;1.213,4
Ambos sexos;Total Nacional;De 20 a 24 años;2002T1;1.237,5
Ambos sexos;Total Nacional;De 25 a 34 años;2024T3;759,4
Ambos sexos;Total Nacional;De 25 a 34 años;2024T2;737,2
Ambos sexos;Total Nacional;De 25 a 34 años;2024T1;745,8
Ambos sexos;Total Nacional;De 25 a 34 años;2023T4;697,8
Ambos sexos;Total Nacional;De 25 a 34 años;2023T3;710,3
Ambos sexos;Total Nacional;De 25 a 34 años;2023T2;678,6
Ambos sexos;Total Nacional;De 25 a 34 años;2023T1;728,2
Ambos sexos;Total Nacional;De 25 a 34 años;2022T4;761,2
Ambos sexos;Total Nacional;De 25 a 34 años;2022T3;734,7
Ambos sexos;Total Nacional;De 25 a 34 años;2022T2;714,7
Ambos sexos;Total Nacional;De 25 a 34 años;2022T1;724,4
Ambos sexos;Total Nacional;De 25 a 34 años;2021T4;731,1
Ambos sexos;Total Nacional;De 25 a 34 años;2021T3;697,4
Ambos sexos;Total Nacional;De 25 a 34 años;2021T2;706,5
Ambos sexos;Total Nacional;De 25 a 34 años;2021T1;787,2
Ambos sexos;Total Nacional;De 25 a 34 años;2020T4;707
Ambos sexos;Total Nacional;De 25 a 34 años;2020T3;786,1
Ambos sexos;Total Nacional;De 25 a 34 años;2020T2;1.019,1
Ambos sexos;Total Nacional;De 25 a 34 años;2020T1;779,4
Ambos sexos;Total Nacional;De 25 a 34 años;2019T4;719,9
Ambos sexos;Total Nacional;De 25 a 34 años;2019T3;728,8
Ambos sexos;Total Nacional;De 25 a 34 años;2019T2;720,2
Ambos sexos;Total Nacional;De 25 a 34 años;2019T1;745,5
Ambos sexos;Total Nacional;De 25 a 34 años;2018T4;719,2
Ambos sexos;Total Nacional;De 25 a 34 años;2018T3;710,7
Ambos sexos;Total Nacional;De 25 a 34 años;2018T2;701,1
Ambos sexos;Total Nacional;De 25 a 34 años;2018T1;725,7
Ambos sexos;Total Nacional;De 25 a 34 años;2017T4;695,6
Ambos sexos;Total Nacional;De 25 a 34 años;2017T3;707,7
Ambos sexos;Total Nacional;De 25 a 34 años;2017T2;689,2
Ambos sexos;Total Nacional;De 25 a 34 años;2017T1;709,9
Ambos sexos;Total Nacional;De 25 a 34 años;2016T4;684,6
Ambos sexos;Total Nacional;De 25 a 34 años;2016T3;658,9
Ambos sexos;Total Nacional;De 25 a 34 años;2016T2;684,3
Ambos sexos;Total Nacional;De 25 a 34 años;2016T1;684
Ambos sexos;Total Nacional;De 25 a 34 años;2015T4;685,1
Ambos sexos;Total Nacional;De 25 a 34 años;2015T3;693,4
Ambos sexos;Total Nacional;De 25 a 34 años;2015T2;656,9
Ambos sexos;Total Nacional;De 25 a 34 años;2015T1;652,1
Ambos sexos;Total Nacional;De 25 a 34 años;2014T4;636,8
Ambos sexos;Total Nacional;De 25 a 34 años;2014T3;662,2
Ambos sexos;Total Nacional;De 25 a 34 años;2014T2;657,5
Ambos sexos;Total Nacional;De 25 a 34 años;2014T1;664,6
Ambos sexos;Total Nacional;De 25 a 34 años;2013T4;661,6
Ambos sexos;Total Nacional;De 25 a 34 años;2013T3;684,8
Ambos sexos;Total Nacional;De 25 a 34 años;2013T2;715,4
Ambos sexos;Total Nacional;De 25 a 34 años;2013T1;700,5
Ambos sexos;Total Nacional;De 25 a 34 años;2012T4;707,5
Ambos sexos;Total Nacional;De 25 a 34 años;2012T3;734,6
Ambos sexos;Total Nacional;De 25 a 34 años;2012T2;740,3
Ambos sexos;Total Nacional;De 25 a 34 años;2012T1;774,6
Ambos sexos;Total Nacional;De 25 a 34 años;2011T4;782,5
Ambos sexos;Total Nacional;De 25 a 34 años;2011T3;803,5
Ambos sexos;Total Nacional;De 25 a 34 años;2011T2;775,9
Ambos sexos;Total Nacional;De 25 a 34 años;2011T1;834,9
Ambos sexos;Total Nacional;De 25 a 34 años;2010T4;816,7
Ambos sexos;Total Nacional;De 25 a 34 años;2010T3;826,1
Ambos sexos;Total Nacional;De 25 a 34 años;2010T2;855,5
Ambos sexos;Total Nacional;De 25 a 34 años;2010T1;855,4
Ambos sexos;Total Nacional;De 25 a 34 años;2009T4;893,1
Ambos sexos;Total Nacional;De 25 a 34 años;2009T3;951,3
Ambos sexos;Total Nacional;De 25 a 34 años;2009T2;922,7
Ambos sexos;Total Nacional;De 25 a 34 años;2009T1;885,7
Ambos sexos;Total Nacional;De 25 a 34 años;2008T4;911,4
Ambos sexos;Total Nacional;De 25 a 34 años;2008T3;957,7
Ambos sexos;Total Nacional;De 25 a 34 años;2008T2;936,2
Ambos sexos;Total Nacional;De 25 a 34 años;2008T1;965
Ambos sexos;Total Nacional;De 25 a 34 años;2007T4;979,1
Ambos sexos;Total Nacional;De 25 a 34 años;2007T3;1.014,1
Ambos sexos;Total Nacional;De 25 a 34 años;2007T2;1.030,7
Ambos sexos;Total Nacional;De 25 a 34 años;2007T1;1.030,2
Ambos sexos;Total Nacional;De 25 a 34 años;2006T4;996,3
Ambos sexos;Total Nacional;De 25 a 34 años;2006T3;1.043,7
Ambos sexos;Total Nacional;De 25 a 34 años;2006T2;1.048,3
Ambos sexos;Total Nacional;De 25 a 34 años;2006T1;1.052,1
Ambos sexos;Total Nacional;De 25 a 34 años;2005T4;1.069
Ambos sexos;Total Nacional;De 25 a 34 años;2005T3;1.106,9
Ambos sexos;Total Nacional;De 25 a 34 años;2005T2;1.086,1
Ambos sexos;Total Nacional;De 25 a 34 años;2005T1;1.088
Ambos sexos;Total Nacional;De 25 a 34 años;2004T4;1.035,4
Ambos sexos;Total Nacional;De 25 a 34 años;2004T3;1.053,4
Ambos sexos;Total Nacional;De 25 a 34 años;2004T2;1.074,4
Ambos sexos;Total Nacional;De 25 a 34 años;2004T1;1.085,8
Ambos sexos;Total Nacional;De 25 a 34 años;2003T4;1.049,7
Ambos sexos;Total Nacional;De 25 a 34 años;2003T3;1.073,6
Ambos sexos;Total Nacional;De 25 a 34 años;2003T2;1.108,4
Ambos sexos;Total Nacional;De 25 a 34 años;2003T1;1.120,9
Ambos sexos;Total Nacional;De 25 a 34 años;2002T4;1.155,5
Ambos sexos;Total Nacional;De 25 a 34 años;2002T3;1.147,8
Ambos sexos;Total Nacional;De 25 a 34 años;2002T2;1.164,9
Ambos sexos;Total Nacional;De 25 a 34 años;2002T1;1.175,5
Ambos sexos;Total Nacional;De 35 a 44 años;2024T3;714
Ambos sexos;Total Nacional;De 35 a 44 años;2024T2;717
Ambos sexos;Total Nacional;De 35 a 44 años;2024T1;730
Ambos sexos;Total Nacional;De 35 a 44 años;2023T4;703
Ambos sexos;Total Nacional;De 35 a 44 años;2023T3;707,7
Ambos sexos;Total Nacional;De 35 a 44 años;2023T2;730,4
Ambos sexos;Total Nacional;De 35 a 44 años;2023T1;724,5
Ambos sexos;Total Nacional;De 35 a 44 años;2022T4;696,7
Ambos sexos;Total Nacional;De 35 a 44 años;2022T3;749,5
Ambos sexos;Total Nacional;De 35 a 44 años;2022T2;776,8
Ambos sexos;Total Nacional;De 35 a 44 años;2022T1;763,3
Ambos sexos;Total Nacional;De 35 a 44 años;2021T4;724,7
Ambos sexos;Total Nacional;De 35 a 44 años;2021T3;722,7
Ambos sexos;Total Nacional;De 35 a 44 años;2021T2;759,2
Ambos sexos;Total Nacional;De 35 a 44 años;2021T1;849,7
Ambos sexos;Total Nacional;De 35 a 44 años;2020T4;778,2
Ambos sexos;Total Nacional;De 35 a 44 años;2020T3;852,8
Ambos sexos;Total Nacional;De 35 a 44 años;2020T2;1.060,4
Ambos sexos;Total Nacional;De 35 a 44 años;2020T1;791,7
Ambos sexos;Total Nacional;De 35 a 44 años;2019T4;744,5
Ambos sexos;Total Nacional;De 35 a 44 años;2019T3;797,3
Ambos sexos;Total Nacional;De 35 a 44 años;2019T2;770,9
Ambos sexos;Total Nacional;De 35 a 44 años;2019T1;788,7
Ambos sexos;Total Nacional;De 35 a 44 años;2018T4;767,1
Ambos sexos;Total Nacional;De 35 a 44 años;2018T3;793,2
Ambos sexos;Total Nacional;De 35 a 44 años;2018T2;770,7
Ambos sexos;Total Nacional;De 35 a 44 años;2018T1;765,2
Ambos sexos;Total Nacional;De 35 a 44 años;2017T4;762,7
Ambos sexos;Total Nacional;De 35 a 44 años;2017T3;786,4
Ambos sexos;Total Nacional;De 35 a 44 años;2017T2;757,9
Ambos sexos;Total Nacional;De 35 a 44 años;2017T1;731,4
Ambos sexos;Total Nacional;De 35 a 44 años;2016T4;736,8
Ambos sexos;Total Nacional;De 35 a 44 años;2016T3;764,3
Ambos sexos;Total Nacional;De 35 a 44 años;2016T2;727
Ambos sexos;Total Nacional;De 35 a 44 años;2016T1;746,9
Ambos sexos;Total Nacional;De 35 a 44 años;2015T4;767,3
Ambos sexos;Total Nacional;De 35 a 44 años;2015T3;835,5
Ambos sexos;Total Nacional;De 35 a 44 años;2015T2;755,7
Ambos sexos;Total Nacional;De 35 a 44 años;2015T1;805,3
Ambos sexos;Total Nacional;De 35 a 44 años;2014T4;773,2
Ambos sexos;Total Nacional;De 35 a 44 años;2014T3;833,9
Ambos sexos;Total Nacional;De 35 a 44 años;2014T2;808,5
Ambos sexos;Total Nacional;De 35 a 44 años;2014T1;837,1
Ambos sexos;Total Nacional;De 35 a 44 años;2013T4;806,1
Ambos sexos;Total Nacional;De 35 a 44 años;2013T3;872,6
Ambos sexos;Total Nacional;De 35 a 44 años;2013T2;850,5
Ambos sexos;Total Nacional;De 35 a 44 años;2013T1;840
Ambos sexos;Total Nacional;De 35 a 44 años;2012T4;847,4
Ambos sexos;Total Nacional;De 35 a 44 años;2012T3;900,6
Ambos sexos;Total Nacional;De 35 a 44 años;2012T2;888,1
Ambos sexos;Total Nacional;De 35 a 44 años;2012T1;868,8
Ambos sexos;Total Nacional;De 35 a 44 años;2011T4;906,1
