Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;Total Nacional;De 16 a 19 años;2015T2;255,6
Ambos sexos;Total Nacional;De 16 a 19 años;2015T1;242,4
Ambos sexos;Total Nacional;De 16 a 19 años;2014T4;250
Ambos sexos;Total Nacional;De 16 a 19 años;2014T3;275,3
Ambos sexos;Total Nacional;De 16 a 19 años;2014T2;243,2
Ambos sexos;Total Nacional;De 16 a 19 años;2014T1;241,6
Ambos sexos;Total Nacional;De 16 a 19 años;2013T4;266,2
Ambos sexos;Total Nacional;De 16 a 19 años;2013T3;322,7
Ambos sexos;Total Nacional;De 16 a 19 años;2013T2;280,8
Ambos sexos;Total Nacional;De 16 a 19 años;2013T1;273,5
Ambos sexos;Total Nacional;De 16 a 19 años;2012T4;262,9
Ambos sexos;Total Nacional;De 16 a 19 años;2012T3;337,2
Ambos sexos;Total Nacional;De 16 a 19 años;2012T2;323,2
Ambos sexos;Total Nacional;De 16 a 19 años;2012T1;300,5
Ambos sexos;Total Nacional;De 16 a 19 años;2011T4;300,8
Ambos sexos;Total Nacional;De 16 a 19 años;2011T3;394,3
Ambos sexos;Total Nacional;De 16 a 19 años;2011T2;353
Ambos sexos;Total Nacional;De 16 a 19 años;2011T1;331,4
Ambos sexos;Total Nacional;De 16 a 19 años;2010T4;344,3
Ambos sexos;Total Nacional;De 16 a 19 años;2010T3;409,8
Ambos sexos;Total Nacional;De 16 a 19 años;2010T2;417
Ambos sexos;Total Nacional;De 16 a 19 años;2010T1;392,7
Ambos sexos;Total Nacional;De 16 a 19 años;2009T4;384,1
Ambos sexos;Total Nacional;De 16 a 19 años;2009T3;491,4
Ambos sexos;Total Nacional;De 16 a 19 años;2009T2;474,2
Ambos sexos;Total Nacional;De 16 a 19 años;2009T1;476,4
Ambos sexos;Total Nacional;De 16 a 19 años;2008T4;497,5
Ambos sexos;Total Nacional;De 16 a 19 años;2008T3;602,1
Ambos sexos;Total Nacional;De 16 a 19 años;2008T2;548
Ambos sexos;Total Nacional;De 16 a 19 años;2008T1;524,4
Ambos sexos;Total Nacional;De 16 a 19 años;2007T4;527,9
Ambos sexos;Total Nacional;De 16 a 19 años;2007T3;621
Ambos sexos;Total Nacional;De 16 a 19 años;2007T2;568
Ambos sexos;Total Nacional;De 16 a 19 años;2007T1;513
Ambos sexos;Total Nacional;De 16 a 19 años;2006T4;529,6
Ambos sexos;Total Nacional;De 16 a 19 años;2006T3;602,6
Ambos sexos;Total Nacional;De 16 a 19 años;2006T2;545,7
Ambos sexos;Total Nacional;De 16 a 19 años;2006T1;503,3
Ambos sexos;Total Nacional;De 16 a 19 años;2005T4;519,9
Ambos sexos;Total Nacional;De 16 a 19 años;2005T3;594,8
Ambos sexos;Total Nacional;De 16 a 19 años;2005T2;553,4
Ambos sexos;Total Nacional;De 16 a 19 años;2005T1;507,7
Ambos sexos;Total Nacional;De 16 a 19 años;2004T4;479,4
Ambos sexos;Total Nacional;De 16 a 19 años;2004T3;528,8
Ambos sexos;Total Nacional;De 16 a 19 años;2004T2;469,2
Ambos sexos;Total Nacional;De 16 a 19 años;2004T1;462,3
Ambos sexos;Total Nacional;De 16 a 19 años;2003T4;483,8
Ambos sexos;Total Nacional;De 16 a 19 años;2003T3;526,8
Ambos sexos;Total Nacional;De 16 a 19 años;2003T2;496,1
Ambos sexos;Total Nacional;De 16 a 19 años;2003T1;474
Ambos sexos;Total Nacional;De 16 a 19 años;2002T4;496,8
Ambos sexos;Total Nacional;De 16 a 19 años;2002T3;539,8
Ambos sexos;Total Nacional;De 16 a 19 años;2002T2;493,5
Ambos sexos;Total Nacional;De 16 a 19 años;2002T1;508,4
Ambos sexos;Total Nacional;De 20 a 24 años;2024T3;1.558,5
Ambos sexos;Total Nacional;De 20 a 24 años;2024T2;1.436,3
Ambos sexos;Total Nacional;De 20 a 24 años;2024T1;1.395,5
Ambos sexos;Total Nacional;De 20 a 24 años;2023T4;1.411,2
Ambos sexos;Total Nacional;De 20 a 24 años;2023T3;1.497,7
Ambos sexos;Total Nacional;De 20 a 24 años;2023T2;1.385,5
Ambos sexos;Total Nacional;De 20 a 24 años;2023T1;1.315,6
Ambos sexos;Total Nacional;De 20 a 24 años;2022T4;1.309
Ambos sexos;Total Nacional;De 20 a 24 años;2022T3;1.404,5
Ambos sexos;Total Nacional;De 20 a 24 años;2022T2;1.335,4
Ambos sexos;Total Nacional;De 20 a 24 años;2022T1;1.245,4
Ambos sexos;Total Nacional;De 20 a 24 años;2021T4;1.226
Ambos sexos;Total Nacional;De 20 a 24 años;2021T3;1.339,4
Ambos sexos;Total Nacional;De 20 a 24 años;2021T2;1.270
Ambos sexos;Total Nacional;De 20 a 24 años;2021T1;1.190,3
Ambos sexos;Total Nacional;De 20 a 24 años;2020T4;1.208,2
Ambos sexos;Total Nacional;De 20 a 24 años;2020T3;1.270,2
Ambos sexos;Total Nacional;De 20 a 24 años;2020T2;1.089,5
Ambos sexos;Total Nacional;De 20 a 24 años;2020T1;1.227,2
Ambos sexos;Total Nacional;De 20 a 24 años;2019T4;1.255,4
Ambos sexos;Total Nacional;De 20 a 24 años;2019T3;1.348,9
Ambos sexos;Total Nacional;De 20 a 24 años;2019T2;1.249,9
Ambos sexos;Total Nacional;De 20 a 24 años;2019T1;1.204,7
Ambos sexos;Total Nacional;De 20 a 24 años;2018T4;1.243,5
Ambos sexos;Total Nacional;De 20 a 24 años;2018T3;1.299
Ambos sexos;Total Nacional;De 20 a 24 años;2018T2;1.236,5
Ambos sexos;Total Nacional;De 20 a 24 años;2018T1;1.181,3
Ambos sexos;Total Nacional;De 20 a 24 años;2017T4;1.231,2
Ambos sexos;Total Nacional;De 20 a 24 años;2017T3;1.311,9
Ambos sexos;Total Nacional;De 20 a 24 años;2017T2;1.224,7
Ambos sexos;Total Nacional;De 20 a 24 años;2017T1;1.191,7
Ambos sexos;Total Nacional;De 20 a 24 años;2016T4;1.196,1
Ambos sexos;Total Nacional;De 20 a 24 años;2016T3;1.276,2
Ambos sexos;Total Nacional;De 20 a 24 años;2016T2;1.257,8
Ambos sexos;Total Nacional;De 20 a 24 años;2016T1;1.217,2
Ambos sexos;Total Nacional;De 20 a 24 años;2015T4;1.252,2
Ambos sexos;Total Nacional;De 20 a 24 años;2015T3;1.354,2
Ambos sexos;Total Nacional;De 20 a 24 años;2015T2;1.303,3
Ambos sexos;Total Nacional;De 20 a 24 años;2015T1;1.280,3
Ambos sexos;Total Nacional;De 20 a 24 años;2014T4;1.320,8
Ambos sexos;Total Nacional;De 20 a 24 años;2014T3;1.380,8
Ambos sexos;Total Nacional;De 20 a 24 años;2014T2;1.339,2
Ambos sexos;Total Nacional;De 20 a 24 años;2014T1;1.346,9
Ambos sexos;Total Nacional;De 20 a 24 años;2013T4;1.386,4
Ambos sexos;Total Nacional;De 20 a 24 años;2013T3;1.453,4
Ambos sexos;Total Nacional;De 20 a 24 años;2013T2;1.425,2
Ambos sexos;Total Nacional;De 20 a 24 años;2013T1;1.449,5
Ambos sexos;Total Nacional;De 20 a 24 años;2012T4;1.461,6
Ambos sexos;Total Nacional;De 20 a 24 años;2012T3;1.549,6
Ambos sexos;Total Nacional;De 20 a 24 años;2012T2;1.501,6
Ambos sexos;Total Nacional;De 20 a 24 años;2012T1;1.499
Ambos sexos;Total Nacional;De 20 a 24 años;2011T4;1.542,9
Ambos sexos;Total Nacional;De 20 a 24 años;2011T3;1.633,4
Ambos sexos;Total Nacional;De 20 a 24 años;2011T2;1.592,5
Ambos sexos;Total Nacional;De 20 a 24 años;2011T1;1.595,4
Ambos sexos;Total Nacional;De 20 a 24 años;2010T4;1.637,3
Ambos sexos;Total Nacional;De 20 a 24 años;2010T3;1.724,4
Ambos sexos;Total Nacional;De 20 a 24 años;2010T2;1.677,1
Ambos sexos;Total Nacional;De 20 a 24 años;2010T1;1.671,5
Ambos sexos;Total Nacional;De 20 a 24 años;2009T4;1.729,1
Ambos sexos;Total Nacional;De 20 a 24 años;2009T3;1.820,5
Ambos sexos;Total Nacional;De 20 a 24 años;2009T2;1.787
Ambos sexos;Total Nacional;De 20 a 24 años;2009T1;1.812,1
Ambos sexos;Total Nacional;De 20 a 24 años;2008T4;1.876,5
Ambos sexos;Total Nacional;De 20 a 24 años;2008T3;1.951,4
Ambos sexos;Total Nacional;De 20 a 24 años;2008T2;1.878
Ambos sexos;Total Nacional;De 20 a 24 años;2008T1;1.847,2
Ambos sexos;Total Nacional;De 20 a 24 años;2007T4;1.879,6
Ambos sexos;Total Nacional;De 20 a 24 años;2007T3;1.963,2
Ambos sexos;Total Nacional;De 20 a 24 años;2007T2;1.886,8
Ambos sexos;Total Nacional;De 20 a 24 años;2007T1;1.874,4
Ambos sexos;Total Nacional;De 20 a 24 años;2006T4;1.916,8
Ambos sexos;Total Nacional;De 20 a 24 años;2006T3;1.970,4
Ambos sexos;Total Nacional;De 20 a 24 años;2006T2;1.942,8
Ambos sexos;Total Nacional;De 20 a 24 años;2006T1;1.935,2
Ambos sexos;Total Nacional;De 20 a 24 años;2005T4;1.955,1
Ambos sexos;Total Nacional;De 20 a 24 años;2005T3;2.022
Ambos sexos;Total Nacional;De 20 a 24 años;2005T2;1.974
Ambos sexos;Total Nacional;De 20 a 24 años;2005T1;1.961,4
Ambos sexos;Total Nacional;De 20 a 24 años;2004T4;1.907,9
Ambos sexos;Total Nacional;De 20 a 24 años;2004T3;1.972,1
Ambos sexos;Total Nacional;De 20 a 24 años;2004T2;1.936,6
Ambos sexos;Total Nacional;De 20 a 24 años;2004T1;1.930
Ambos sexos;Total Nacional;De 20 a 24 años;2003T4;1.944,6
Ambos sexos;Total Nacional;De 20 a 24 años;2003T3;2.009,6
Ambos sexos;Total Nacional;De 20 a 24 años;2003T2;1.947,9
Ambos sexos;Total Nacional;De 20 a 24 años;2003T1;1.944,4
Ambos sexos;Total Nacional;De 20 a 24 años;2002T4;1.954,2
Ambos sexos;Total Nacional;De 20 a 24 años;2002T3;1.998,1
Ambos sexos;Total Nacional;De 20 a 24 años;2002T2;1.954,2
Ambos sexos;Total Nacional;De 20 a 24 años;2002T1;1.941,5
Ambos sexos;Total Nacional;De 25 a 34 años;2024T3;4.722,1
Ambos sexos;Total Nacional;De 25 a 34 años;2024T2;4.725,6
Ambos sexos;Total Nacional;De 25 a 34 años;2024T1;4.691,4
Ambos sexos;Total Nacional;De 25 a 34 años;2023T4;4.720,6
Ambos sexos;Total Nacional;De 25 a 34 años;2023T3;4.692,9
Ambos sexos;Total Nacional;De 25 a 34 años;2023T2;4.703
Ambos sexos;Total Nacional;De 25 a 34 años;2023T1;4.625,5
Ambos sexos;Total Nacional;De 25 a 34 años;2022T4;4.563,3
Ambos sexos;Total Nacional;De 25 a 34 años;2022T3;4.563
Ambos sexos;Total Nacional;De 25 a 34 años;2022T2;4.554,2
Ambos sexos;Total Nacional;De 25 a 34 años;2022T1;4.517,7
Ambos sexos;Total Nacional;De 25 a 34 años;2021T4;4.500,9
Ambos sexos;Total Nacional;De 25 a 34 años;2021T3;4.538,5
Ambos sexos;Total Nacional;De 25 a 34 años;2021T2;4.545,3
Ambos sexos;Total Nacional;De 25 a 34 años;2021T1;4.489,7
Ambos sexos;Total Nacional;De 25 a 34 años;2020T4;4.542
Ambos sexos;Total Nacional;De 25 a 34 años;2020T3;4.478,4
Ambos sexos;Total Nacional;De 25 a 34 años;2020T2;4.260,8
Ambos sexos;Total Nacional;De 25 a 34 años;2020T1;4.508,9
Ambos sexos;Total Nacional;De 25 a 34 años;2019T4;4.567,9
Ambos sexos;Total Nacional;De 25 a 34 años;2019T3;4.560
Ambos sexos;Total Nacional;De 25 a 34 años;2019T2;4.570,4
Ambos sexos;Total Nacional;De 25 a 34 años;2019T1;4.548,7
Ambos sexos;Total Nacional;De 25 a 34 años;2018T4;4.578,7
Ambos sexos;Total Nacional;De 25 a 34 años;2018T3;4.591,5
Ambos sexos;Total Nacional;De 25 a 34 años;2018T2;4.609
Ambos sexos;Total Nacional;De 25 a 34 años;2018T1;4.593,8
Ambos sexos;Total Nacional;De 25 a 34 años;2017T4;4.637,8
Ambos sexos;Total Nacional;De 25 a 34 años;2017T3;4.645,3
Ambos sexos;Total Nacional;De 25 a 34 años;2017T2;4.690,1
Ambos sexos;Total Nacional;De 25 a 34 años;2017T1;4.701,3
Ambos sexos;Total Nacional;De 25 a 34 años;2016T4;4.765,2
Ambos sexos;Total Nacional;De 25 a 34 años;2016T3;4.836,6
Ambos sexos;Total Nacional;De 25 a 34 años;2016T2;4.861,6
Ambos sexos;Total Nacional;De 25 a 34 años;2016T1;4.915,2
Ambos sexos;Total Nacional;De 25 a 34 años;2015T4;4.971,5
Ambos sexos;Total Nacional;De 25 a 34 años;2015T3;5.048,3
Ambos sexos;Total Nacional;De 25 a 34 años;2015T2;5.147,1
Ambos sexos;Total Nacional;De 25 a 34 años;2015T1;5.210,8
Ambos sexos;Total Nacional;De 25 a 34 años;2014T4;5.282,4
Ambos sexos;Total Nacional;De 25 a 34 años;2014T3;5.317,7
Ambos sexos;Total Nacional;De 25 a 34 años;2014T2;5.393,7
Ambos sexos;Total Nacional;De 25 a 34 años;2014T1;5.451,6
Ambos sexos;Total Nacional;De 25 a 34 años;2013T4;5.545,9
Ambos sexos;Total Nacional;De 25 a 34 años;2013T3;5.615
Ambos sexos;Total Nacional;De 25 a 34 años;2013T2;5.688,5
Ambos sexos;Total Nacional;De 25 a 34 años;2013T1;5.798
Ambos sexos;Total Nacional;De 25 a 34 años;2012T4;5.884,3
Ambos sexos;Total Nacional;De 25 a 34 años;2012T3;5.943,8
Ambos sexos;Total Nacional;De 25 a 34 años;2012T2;6.027,2
Ambos sexos;Total Nacional;De 25 a 34 años;2012T1;6.077,6
Ambos sexos;Total Nacional;De 25 a 34 años;2011T4;6.152,1
Ambos sexos;Total Nacional;De 25 a 34 años;2011T3;6.202,5
Ambos sexos;Total Nacional;De 25 a 34 años;2011T2;6.305,1
Ambos sexos;Total Nacional;De 25 a 34 años;2011T1;6.320,2
Ambos sexos;Total Nacional;De 25 a 34 años;2010T4;6.409,7
Ambos sexos;Total Nacional;De 25 a 34 años;2010T3;6.465
Ambos sexos;Total Nacional;De 25 a 34 años;2010T2;6.503,2
Ambos sexos;Total Nacional;De 25 a 34 años;2010T1;6.569,4
Ambos sexos;Total Nacional;De 25 a 34 años;2009T4;6.594,9
Ambos sexos;Total Nacional;De 25 a 34 años;2009T3;6.590,9
Ambos sexos;Total Nacional;De 25 a 34 años;2009T2;6.674,2
Ambos sexos;Total Nacional;De 25 a 34 años;2009T1;6.761,4
Ambos sexos;Total Nacional;De 25 a 34 años;2008T4;6.775,3
Ambos sexos;Total Nacional;De 25 a 34 años;2008T3;6.750,3
Ambos sexos;Total Nacional;De 25 a 34 años;2008T2;6.789,3
Ambos sexos;Total Nacional;De 25 a 34 años;2008T1;6.770,8
Ambos sexos;Total Nacional;De 25 a 34 años;2007T4;6.757
Ambos sexos;Total Nacional;De 25 a 34 años;2007T3;6.701,9
Ambos sexos;Total Nacional;De 25 a 34 años;2007T2;6.670,1
Ambos sexos;Total Nacional;De 25 a 34 años;2007T1;6.651,3
Ambos sexos;Total Nacional;De 25 a 34 años;2006T4;6.655,2
Ambos sexos;Total Nacional;De 25 a 34 años;2006T3;6.580,5
Ambos sexos;Total Nacional;De 25 a 34 años;2006T2;6.557,6
Ambos sexos;Total Nacional;De 25 a 34 años;2006T1;6.539,7
Ambos sexos;Total Nacional;De 25 a 34 años;2005T4;6.507,4
Ambos sexos;Total Nacional;De 25 a 34 años;2005T3;6.446,9
Ambos sexos;Total Nacional;De 25 a 34 años;2005T2;6.449,7
Ambos sexos;Total Nacional;De 25 a 34 años;2005T1;6.406,8
Ambos sexos;Total Nacional;De 25 a 34 años;2004T4;6.407,8
Ambos sexos;Total Nacional;De 25 a 34 años;2004T3;6.336,3
Ambos sexos;Total Nacional;De 25 a 34 años;2004T2;6.281,8
Ambos sexos;Total Nacional;De 25 a 34 años;2004T1;6.239,6
Ambos sexos;Total Nacional;De 25 a 34 años;2003T4;6.240,3
Ambos sexos;Total Nacional;De 25 a 34 años;2003T3;6.170,9
Ambos sexos;Total Nacional;De 25 a 34 años;2003T2;6.093,9
Ambos sexos;Total Nacional;De 25 a 34 años;2003T1;6.034,1
Ambos sexos;Total Nacional;De 25 a 34 años;2002T4;5.951,1
Ambos sexos;Total Nacional;De 25 a 34 años;2002T3;5.905,2
Ambos sexos;Total Nacional;De 25 a 34 años;2002T2;5.837,7
Ambos sexos;Total Nacional;De 25 a 34 años;2002T1;5.771,2
Ambos sexos;Total Nacional;De 35 a 44 años;2024T3;5.886
Ambos sexos;Total Nacional;De 35 a 44 años;2024T2;5.911,4
Ambos sexos;Total Nacional;De 35 a 44 años;2024T1;5.925,9
Ambos sexos;Total Nacional;De 35 a 44 años;2023T4;5.986,7
Ambos sexos;Total Nacional;De 35 a 44 años;2023T3;6.017,4
Ambos sexos;Total Nacional;De 35 a 44 años;2023T2;6.024,7
Ambos sexos;Total Nacional;De 35 a 44 años;2023T1;6.056,9
Ambos sexos;Total Nacional;De 35 a 44 años;2022T4;6.113
Ambos sexos;Total Nacional;De 35 a 44 años;2022T3;6.090,3
Ambos sexos;Total Nacional;De 35 a 44 años;2022T2;6.089,5
Ambos sexos;Total Nacional;De 35 a 44 años;2022T1;6.132,2
Ambos sexos;Total Nacional;De 35 a 44 años;2021T4;6.215
Ambos sexos;Total Nacional;De 35 a 44 años;2021T3;6.269,7
Ambos sexos;Total Nacional;De 35 a 44 años;2021T2;6.290,6
Ambos sexos;Total Nacional;De 35 a 44 años;2021T1;6.263,5
Ambos sexos;Total Nacional;De 35 a 44 años;2020T4;6.297,2
Ambos sexos;Total Nacional;De 35 a 44 años;2020T3;6.275,7
Ambos sexos;Total Nacional;De 35 a 44 años;2020T2;6.120,2
Ambos sexos;Total Nacional;De 35 a 44 años;2020T1;6.437,2
Ambos sexos;Total Nacional;De 35 a 44 años;2019T4;6.524,5
Ambos sexos;Total Nacional;De 35 a 44 años;2019T3;6.507,5
Ambos sexos;Total Nacional;De 35 a 44 años;2019T2;6.567
Ambos sexos;Total Nacional;De 35 a 44 años;2019T1;6.584,8
Ambos sexos;Total Nacional;De 35 a 44 años;2018T4;6.639,1
Ambos sexos;Total Nacional;De 35 a 44 años;2018T3;6.639,5
Ambos sexos;Total Nacional;De 35 a 44 años;2018T2;6.691,7
Ambos sexos;Total Nacional;De 35 a 44 años;2018T1;6.730,6
Ambos sexos;Total Nacional;De 35 a 44 años;2017T4;6.761,3
Ambos sexos;Total Nacional;De 35 a 44 años;2017T3;6.761,3
Ambos sexos;Total Nacional;De 35 a 44 años;2017T2;6.818,5
Ambos sexos;Total Nacional;De 35 a 44 años;2017T1;6.878,1
Ambos sexos;Total Nacional;De 35 a 44 años;2016T4;6.900,9
Ambos sexos;Total Nacional;De 35 a 44 años;2016T3;6.896,6
Ambos sexos;Total Nacional;De 35 a 44 años;2016T2;6.960,6
Ambos sexos;Total Nacional;De 35 a 44 años;2016T1;6.969,9
Ambos sexos;Total Nacional;De 35 a 44 años;2015T4;6.973
Ambos sexos;Total Nacional;De 35 a 44 años;2015T3;6.924
Ambos sexos;Total Nacional;De 35 a 44 años;2015T2;7.024,1
Ambos sexos;Total Nacional;De 35 a 44 años;2015T1;6.992,7
Ambos sexos;Total Nacional;De 35 a 44 años;2014T4;7.038,5
Ambos sexos;Total Nacional;De 35 a 44 años;2014T3;6.986,3
Ambos sexos;Total Nacional;De 35 a 44 años;2014T2;7.022
Ambos sexos;Total Nacional;De 35 a 44 años;2014T1;6.987,1
Ambos sexos;Total Nacional;De 35 a 44 años;2013T4;7.038,6
Ambos sexos;Total Nacional;De 35 a 44 años;2013T3;6.988,9
Ambos sexos;Total Nacional;De 35 a 44 años;2013T2;7.030,6
Ambos sexos;Total Nacional;De 35 a 44 años;2013T1;7.050,4
Ambos sexos;Total Nacional;De 35 a 44 años;2012T4;7.049,4
