Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;Total Nacional;Total;2003T4;17.740,5
Ambos sexos;Total Nacional;Total;2003T3;17.646
Ambos sexos;Total Nacional;Total;2003T2;17.423,2
Ambos sexos;Total Nacional;Total;2003T1;17.092,7
Ambos sexos;Total Nacional;Total;2002T4;16.991,9
Ambos sexos;Total Nacional;Total;2002T3;16.919,3
Ambos sexos;Total Nacional;Total;2002T2;16.766,9
Ambos sexos;Total Nacional;Total;2002T1;16.482,3
Ambos sexos;Total Nacional;De 16 a 19 años;2024T3;238,8
Ambos sexos;Total Nacional;De 16 a 19 años;2024T2;184,9
Ambos sexos;Total Nacional;De 16 a 19 años;2024T1;166,9
Ambos sexos;Total Nacional;De 16 a 19 años;2023T4;157,4
Ambos sexos;Total Nacional;De 16 a 19 años;2023T3;210,4
Ambos sexos;Total Nacional;De 16 a 19 años;2023T2;162,1
Ambos sexos;Total Nacional;De 16 a 19 años;2023T1;139,6
Ambos sexos;Total Nacional;De 16 a 19 años;2022T4;155,9
Ambos sexos;Total Nacional;De 16 a 19 años;2022T3;184,1
Ambos sexos;Total Nacional;De 16 a 19 años;2022T2;154,6
Ambos sexos;Total Nacional;De 16 a 19 años;2022T1;139
Ambos sexos;Total Nacional;De 16 a 19 años;2021T4;119,7
Ambos sexos;Total Nacional;De 16 a 19 años;2021T3;185,5
Ambos sexos;Total Nacional;De 16 a 19 años;2021T2;117,8
Ambos sexos;Total Nacional;De 16 a 19 años;2021T1;82,4
Ambos sexos;Total Nacional;De 16 a 19 años;2020T4;86,9
Ambos sexos;Total Nacional;De 16 a 19 años;2020T3;118,3
Ambos sexos;Total Nacional;De 16 a 19 años;2020T2;90,4
Ambos sexos;Total Nacional;De 16 a 19 años;2020T1;129,9
Ambos sexos;Total Nacional;De 16 a 19 años;2019T4;146,5
Ambos sexos;Total Nacional;De 16 a 19 años;2019T3;178,6
Ambos sexos;Total Nacional;De 16 a 19 años;2019T2;149,7
Ambos sexos;Total Nacional;De 16 a 19 años;2019T1;127
Ambos sexos;Total Nacional;De 16 a 19 años;2018T4;136,1
Ambos sexos;Total Nacional;De 16 a 19 años;2018T3;165,5
Ambos sexos;Total Nacional;De 16 a 19 años;2018T2;130,8
Ambos sexos;Total Nacional;De 16 a 19 años;2018T1;103,7
Ambos sexos;Total Nacional;De 16 a 19 años;2017T4;118,5
Ambos sexos;Total Nacional;De 16 a 19 años;2017T3;147,8
Ambos sexos;Total Nacional;De 16 a 19 años;2017T2;111
Ambos sexos;Total Nacional;De 16 a 19 años;2017T1;94,5
Ambos sexos;Total Nacional;De 16 a 19 años;2016T4;96,9
Ambos sexos;Total Nacional;De 16 a 19 años;2016T3;121,2
Ambos sexos;Total Nacional;De 16 a 19 años;2016T2;84,8
Ambos sexos;Total Nacional;De 16 a 19 años;2016T1;80,4
Ambos sexos;Total Nacional;De 16 a 19 años;2015T4;79,6
Ambos sexos;Total Nacional;De 16 a 19 años;2015T3;105,8
Ambos sexos;Total Nacional;De 16 a 19 años;2015T2;78,3
Ambos sexos;Total Nacional;De 16 a 19 años;2015T1;71,6
Ambos sexos;Total Nacional;De 16 a 19 años;2014T4;81,8
Ambos sexos;Total Nacional;De 16 a 19 años;2014T3;91,6
Ambos sexos;Total Nacional;De 16 a 19 años;2014T2;72
Ambos sexos;Total Nacional;De 16 a 19 años;2014T1;72,1
Ambos sexos;Total Nacional;De 16 a 19 años;2013T4;65,1
Ambos sexos;Total Nacional;De 16 a 19 años;2013T3;89,9
Ambos sexos;Total Nacional;De 16 a 19 años;2013T2;75,8
Ambos sexos;Total Nacional;De 16 a 19 años;2013T1;66,6
Ambos sexos;Total Nacional;De 16 a 19 años;2012T4;68,7
Ambos sexos;Total Nacional;De 16 a 19 años;2012T3;94,8
Ambos sexos;Total Nacional;De 16 a 19 años;2012T2;86,7
Ambos sexos;Total Nacional;De 16 a 19 años;2012T1;85,8
Ambos sexos;Total Nacional;De 16 a 19 años;2011T4;92,8
Ambos sexos;Total Nacional;De 16 a 19 años;2011T3;156,2
Ambos sexos;Total Nacional;De 16 a 19 años;2011T2;132,3
Ambos sexos;Total Nacional;De 16 a 19 años;2011T1;115
Ambos sexos;Total Nacional;De 16 a 19 años;2010T4;125,1
Ambos sexos;Total Nacional;De 16 a 19 años;2010T3;164
Ambos sexos;Total Nacional;De 16 a 19 años;2010T2;157,8
Ambos sexos;Total Nacional;De 16 a 19 años;2010T1;158,9
Ambos sexos;Total Nacional;De 16 a 19 años;2009T4;163,3
Ambos sexos;Total Nacional;De 16 a 19 años;2009T3;228,4
Ambos sexos;Total Nacional;De 16 a 19 años;2009T2;207,8
Ambos sexos;Total Nacional;De 16 a 19 años;2009T1;218
Ambos sexos;Total Nacional;De 16 a 19 años;2008T4;269,5
Ambos sexos;Total Nacional;De 16 a 19 años;2008T3;371,3
Ambos sexos;Total Nacional;De 16 a 19 años;2008T2;323,6
Ambos sexos;Total Nacional;De 16 a 19 años;2008T1;352,3
Ambos sexos;Total Nacional;De 16 a 19 años;2007T4;363,8
Ambos sexos;Total Nacional;De 16 a 19 años;2007T3;452,1
Ambos sexos;Total Nacional;De 16 a 19 años;2007T2;402,2
Ambos sexos;Total Nacional;De 16 a 19 años;2007T1;371,5
Ambos sexos;Total Nacional;De 16 a 19 años;2006T4;364,2
Ambos sexos;Total Nacional;De 16 a 19 años;2006T3;452,7
Ambos sexos;Total Nacional;De 16 a 19 años;2006T2;375,4
Ambos sexos;Total Nacional;De 16 a 19 años;2006T1;353,9
Ambos sexos;Total Nacional;De 16 a 19 años;2005T4;375,2
Ambos sexos;Total Nacional;De 16 a 19 años;2005T3;434,9
Ambos sexos;Total Nacional;De 16 a 19 años;2005T2;381,5
Ambos sexos;Total Nacional;De 16 a 19 años;2005T1;349,2
Ambos sexos;Total Nacional;De 16 a 19 años;2004T4;340,2
Ambos sexos;Total Nacional;De 16 a 19 años;2004T3;374
Ambos sexos;Total Nacional;De 16 a 19 años;2004T2;318,3
Ambos sexos;Total Nacional;De 16 a 19 años;2004T1;312,3
Ambos sexos;Total Nacional;De 16 a 19 años;2003T4;328,7
Ambos sexos;Total Nacional;De 16 a 19 años;2003T3;360,9
Ambos sexos;Total Nacional;De 16 a 19 años;2003T2;326,8
Ambos sexos;Total Nacional;De 16 a 19 años;2003T1;313,5
Ambos sexos;Total Nacional;De 16 a 19 años;2002T4;340
Ambos sexos;Total Nacional;De 16 a 19 años;2002T3;377,5
Ambos sexos;Total Nacional;De 16 a 19 años;2002T2;348
Ambos sexos;Total Nacional;De 16 a 19 años;2002T1;364
Ambos sexos;Total Nacional;De 20 a 24 años;2024T3;1.184,1
Ambos sexos;Total Nacional;De 20 a 24 años;2024T2;1.114,3
Ambos sexos;Total Nacional;De 20 a 24 años;2024T1;1.046,8
Ambos sexos;Total Nacional;De 20 a 24 años;2023T4;1.048,2
Ambos sexos;Total Nacional;De 20 a 24 años;2023T3;1.121,3
Ambos sexos;Total Nacional;De 20 a 24 años;2023T2;1.039,9
Ambos sexos;Total Nacional;De 20 a 24 años;2023T1;962,3
Ambos sexos;Total Nacional;De 20 a 24 años;2022T4;962,5
Ambos sexos;Total Nacional;De 20 a 24 años;2022T3;1.021,8
Ambos sexos;Total Nacional;De 20 a 24 años;2022T2;1.004,1
Ambos sexos;Total Nacional;De 20 a 24 años;2022T1;911,4
Ambos sexos;Total Nacional;De 20 a 24 años;2021T4;892,5
Ambos sexos;Total Nacional;De 20 a 24 años;2021T3;953,2
Ambos sexos;Total Nacional;De 20 a 24 años;2021T2;825,2
Ambos sexos;Total Nacional;De 20 a 24 años;2021T1;758,4
Ambos sexos;Total Nacional;De 20 a 24 años;2020T4;766,9
Ambos sexos;Total Nacional;De 20 a 24 años;2020T3;798
Ambos sexos;Total Nacional;De 20 a 24 años;2020T2;687,6
Ambos sexos;Total Nacional;De 20 a 24 años;2020T1;857,5
Ambos sexos;Total Nacional;De 20 a 24 años;2019T4;907,4
Ambos sexos;Total Nacional;De 20 a 24 años;2019T3;954
Ambos sexos;Total Nacional;De 20 a 24 años;2019T2;872,1
Ambos sexos;Total Nacional;De 20 a 24 años;2019T1;819,2
Ambos sexos;Total Nacional;De 20 a 24 años;2018T4;860,7
Ambos sexos;Total Nacional;De 20 a 24 años;2018T3;908
Ambos sexos;Total Nacional;De 20 a 24 años;2018T2;853,5
Ambos sexos;Total Nacional;De 20 a 24 años;2018T1;798,9
Ambos sexos;Total Nacional;De 20 a 24 años;2017T4;813,2
Ambos sexos;Total Nacional;De 20 a 24 años;2017T3;883
Ambos sexos;Total Nacional;De 20 a 24 años;2017T2;782
Ambos sexos;Total Nacional;De 20 a 24 años;2017T1;734,4
Ambos sexos;Total Nacional;De 20 a 24 años;2016T4;719,6
Ambos sexos;Total Nacional;De 20 a 24 años;2016T3;775,1
Ambos sexos;Total Nacional;De 20 a 24 años;2016T2;712,8
Ambos sexos;Total Nacional;De 20 a 24 años;2016T1;690,7
Ambos sexos;Total Nacional;De 20 a 24 años;2015T4;719,7
Ambos sexos;Total Nacional;De 20 a 24 años;2015T3;773,4
Ambos sexos;Total Nacional;De 20 a 24 años;2015T2;713,3
Ambos sexos;Total Nacional;De 20 a 24 años;2015T1;669
Ambos sexos;Total Nacional;De 20 a 24 años;2014T4;675,2
Ambos sexos;Total Nacional;De 20 a 24 años;2014T3;696,7
Ambos sexos;Total Nacional;De 20 a 24 años;2014T2;669,8
Ambos sexos;Total Nacional;De 20 a 24 años;2014T1;635
Ambos sexos;Total Nacional;De 20 a 24 años;2013T4;680,3
Ambos sexos;Total Nacional;De 20 a 24 años;2013T3;724,7
Ambos sexos;Total Nacional;De 20 a 24 años;2013T2;675,2
Ambos sexos;Total Nacional;De 20 a 24 años;2013T1;675,6
Ambos sexos;Total Nacional;De 20 a 24 años;2012T4;710,3
Ambos sexos;Total Nacional;De 20 a 24 años;2012T3;810,7
Ambos sexos;Total Nacional;De 20 a 24 años;2012T2;770,3
Ambos sexos;Total Nacional;De 20 a 24 años;2012T1;783,9
Ambos sexos;Total Nacional;De 20 a 24 años;2011T4;863,3
Ambos sexos;Total Nacional;De 20 a 24 años;2011T3;947,3
Ambos sexos;Total Nacional;De 20 a 24 años;2011T2;920,9
Ambos sexos;Total Nacional;De 20 a 24 años;2011T1;939
Ambos sexos;Total Nacional;De 20 a 24 años;2010T4;1.009,7
Ambos sexos;Total Nacional;De 20 a 24 años;2010T3;1.104,5
Ambos sexos;Total Nacional;De 20 a 24 años;2010T2;1.057,3
Ambos sexos;Total Nacional;De 20 a 24 años;2010T1;1.064,6
Ambos sexos;Total Nacional;De 20 a 24 años;2009T4;1.129,6
Ambos sexos;Total Nacional;De 20 a 24 años;2009T3;1.191,7
Ambos sexos;Total Nacional;De 20 a 24 años;2009T2;1.192,7
Ambos sexos;Total Nacional;De 20 a 24 años;2009T1;1.257,2
Ambos sexos;Total Nacional;De 20 a 24 años;2008T4;1.416,8
Ambos sexos;Total Nacional;De 20 a 24 años;2008T3;1.564,9
Ambos sexos;Total Nacional;De 20 a 24 años;2008T2;1.529,5
Ambos sexos;Total Nacional;De 20 a 24 años;2008T1;1.519,4
Ambos sexos;Total Nacional;De 20 a 24 años;2007T4;1.594,4
Ambos sexos;Total Nacional;De 20 a 24 años;2007T3;1.670,4
Ambos sexos;Total Nacional;De 20 a 24 años;2007T2;1.607,8
Ambos sexos;Total Nacional;De 20 a 24 años;2007T1;1.592,9
Ambos sexos;Total Nacional;De 20 a 24 años;2006T4;1.646,4
Ambos sexos;Total Nacional;De 20 a 24 años;2006T3;1.685,5
Ambos sexos;Total Nacional;De 20 a 24 años;2006T2;1.660,3
Ambos sexos;Total Nacional;De 20 a 24 años;2006T1;1.628,4
Ambos sexos;Total Nacional;De 20 a 24 años;2005T4;1.638,9
Ambos sexos;Total Nacional;De 20 a 24 años;2005T3;1.710,6
Ambos sexos;Total Nacional;De 20 a 24 años;2005T2;1.633,2
Ambos sexos;Total Nacional;De 20 a 24 años;2005T1;1.584,2
Ambos sexos;Total Nacional;De 20 a 24 años;2004T4;1.539,4
Ambos sexos;Total Nacional;De 20 a 24 años;2004T3;1.586,1
Ambos sexos;Total Nacional;De 20 a 24 años;2004T2;1.547,3
Ambos sexos;Total Nacional;De 20 a 24 años;2004T1;1.538,2
Ambos sexos;Total Nacional;De 20 a 24 años;2003T4;1.542,8
Ambos sexos;Total Nacional;De 20 a 24 años;2003T3;1.612,6
Ambos sexos;Total Nacional;De 20 a 24 años;2003T2;1.572,7
Ambos sexos;Total Nacional;De 20 a 24 años;2003T1;1.539,1
Ambos sexos;Total Nacional;De 20 a 24 años;2002T4;1.543,1
Ambos sexos;Total Nacional;De 20 a 24 años;2002T3;1.600,8
Ambos sexos;Total Nacional;De 20 a 24 años;2002T2;1.573,4
Ambos sexos;Total Nacional;De 20 a 24 años;2002T1;1.545,1
Ambos sexos;Total Nacional;De 25 a 34 años;2024T3;4.096,1
Ambos sexos;Total Nacional;De 25 a 34 años;2024T2;4.120
Ambos sexos;Total Nacional;De 25 a 34 años;2024T1;4.047,3
Ambos sexos;Total Nacional;De 25 a 34 años;2023T4;4.076,6
Ambos sexos;Total Nacional;De 25 a 34 años;2023T3;4.061,3
Ambos sexos;Total Nacional;De 25 a 34 años;2023T2;4.111,9
Ambos sexos;Total Nacional;De 25 a 34 años;2023T1;3.918,1
Ambos sexos;Total Nacional;De 25 a 34 años;2022T4;3.888,9
Ambos sexos;Total Nacional;De 25 a 34 años;2022T3;3.905,7
Ambos sexos;Total Nacional;De 25 a 34 años;2022T2;3.948,2
Ambos sexos;Total Nacional;De 25 a 34 años;2022T1;3.803,2
Ambos sexos;Total Nacional;De 25 a 34 años;2021T4;3.768,4
Ambos sexos;Total Nacional;De 25 a 34 años;2021T3;3.733,8
Ambos sexos;Total Nacional;De 25 a 34 años;2021T2;3.685,2
Ambos sexos;Total Nacional;De 25 a 34 años;2021T1;3.575,4
Ambos sexos;Total Nacional;De 25 a 34 años;2020T4;3.627
Ambos sexos;Total Nacional;De 25 a 34 años;2020T3;3.530,9
Ambos sexos;Total Nacional;De 25 a 34 años;2020T2;3.399,7
Ambos sexos;Total Nacional;De 25 a 34 años;2020T1;3.738,4
Ambos sexos;Total Nacional;De 25 a 34 años;2019T4;3.821,6
Ambos sexos;Total Nacional;De 25 a 34 años;2019T3;3.816,7
Ambos sexos;Total Nacional;De 25 a 34 años;2019T2;3.846,7
Ambos sexos;Total Nacional;De 25 a 34 años;2019T1;3.798,2
Ambos sexos;Total Nacional;De 25 a 34 años;2018T4;3.813,7
Ambos sexos;Total Nacional;De 25 a 34 años;2018T3;3.815,6
Ambos sexos;Total Nacional;De 25 a 34 años;2018T2;3.811,9
Ambos sexos;Total Nacional;De 25 a 34 años;2018T1;3.706,3
Ambos sexos;Total Nacional;De 25 a 34 años;2017T4;3.757,9
Ambos sexos;Total Nacional;De 25 a 34 años;2017T3;3.771,2
Ambos sexos;Total Nacional;De 25 a 34 años;2017T2;3.778,1
Ambos sexos;Total Nacional;De 25 a 34 años;2017T1;3.724,5
Ambos sexos;Total Nacional;De 25 a 34 años;2016T4;3.766,7
Ambos sexos;Total Nacional;De 25 a 34 años;2016T3;3.826,2
Ambos sexos;Total Nacional;De 25 a 34 años;2016T2;3.771
Ambos sexos;Total Nacional;De 25 a 34 años;2016T1;3.741,6
Ambos sexos;Total Nacional;De 25 a 34 años;2015T4;3.805,7
Ambos sexos;Total Nacional;De 25 a 34 años;2015T3;3.860,5
Ambos sexos;Total Nacional;De 25 a 34 años;2015T2;3.874,1
Ambos sexos;Total Nacional;De 25 a 34 años;2015T1;3.818
Ambos sexos;Total Nacional;De 25 a 34 años;2014T4;3.901,9
Ambos sexos;Total Nacional;De 25 a 34 años;2014T3;3.960,1
Ambos sexos;Total Nacional;De 25 a 34 años;2014T2;3.963,2
Ambos sexos;Total Nacional;De 25 a 34 años;2014T1;3.880,5
Ambos sexos;Total Nacional;De 25 a 34 años;2013T4;3.949,6
Ambos sexos;Total Nacional;De 25 a 34 años;2013T3;4.032,7
Ambos sexos;Total Nacional;De 25 a 34 años;2013T2;4.044,1
Ambos sexos;Total Nacional;De 25 a 34 años;2013T1;4.037,9
Ambos sexos;Total Nacional;De 25 a 34 años;2012T4;4.151,4
Ambos sexos;Total Nacional;De 25 a 34 años;2012T3;4.298,6
Ambos sexos;Total Nacional;De 25 a 34 años;2012T2;4.420,5
Ambos sexos;Total Nacional;De 25 a 34 años;2012T1;4.454,4
Ambos sexos;Total Nacional;De 25 a 34 años;2011T4;4.642,5
Ambos sexos;Total Nacional;De 25 a 34 años;2011T3;4.776,3
Ambos sexos;Total Nacional;De 25 a 34 años;2011T2;4.865,8
Ambos sexos;Total Nacional;De 25 a 34 años;2011T1;4.833,2
Ambos sexos;Total Nacional;De 25 a 34 años;2010T4;4.992,1
Ambos sexos;Total Nacional;De 25 a 34 años;2010T3;5.084,9
Ambos sexos;Total Nacional;De 25 a 34 años;2010T2;5.123,6
Ambos sexos;Total Nacional;De 25 a 34 años;2010T1;5.131
Ambos sexos;Total Nacional;De 25 a 34 años;2009T4;5.253,9
Ambos sexos;Total Nacional;De 25 a 34 años;2009T3;5.332,8
Ambos sexos;Total Nacional;De 25 a 34 años;2009T2;5.420,5
Ambos sexos;Total Nacional;De 25 a 34 años;2009T1;5.507,9
Ambos sexos;Total Nacional;De 25 a 34 años;2008T4;5.776,1
Ambos sexos;Total Nacional;De 25 a 34 años;2008T3;5.951,6
Ambos sexos;Total Nacional;De 25 a 34 años;2008T2;6.072,9
Ambos sexos;Total Nacional;De 25 a 34 años;2008T1;6.118,6
Ambos sexos;Total Nacional;De 25 a 34 años;2007T4;6.172,6
Ambos sexos;Total Nacional;De 25 a 34 años;2007T3;6.177,4
Ambos sexos;Total Nacional;De 25 a 34 años;2007T2;6.170,8
Ambos sexos;Total Nacional;De 25 a 34 años;2007T1;6.083
Ambos sexos;Total Nacional;De 25 a 34 años;2006T4;6.091,1
Ambos sexos;Total Nacional;De 25 a 34 años;2006T3;6.024,4
Ambos sexos;Total Nacional;De 25 a 34 años;2006T2;5.962,6
Ambos sexos;Total Nacional;De 25 a 34 años;2006T1;5.907,4
Ambos sexos;Total Nacional;De 25 a 34 años;2005T4;5.904,7
Ambos sexos;Total Nacional;De 25 a 34 años;2005T3;5.887,1
Ambos sexos;Total Nacional;De 25 a 34 años;2005T2;5.832,8
Ambos sexos;Total Nacional;De 25 a 34 años;2005T1;5.743
Ambos sexos;Total Nacional;De 25 a 34 años;2004T4;5.711,3
Ambos sexos;Total Nacional;De 25 a 34 años;2004T3;5.624
Ambos sexos;Total Nacional;De 25 a 34 años;2004T2;5.547
Ambos sexos;Total Nacional;De 25 a 34 años;2004T1;5.448,4
Ambos sexos;Total Nacional;De 25 a 34 años;2003T4;5.467,1
Ambos sexos;Total Nacional;De 25 a 34 años;2003T3;5.392,7
Ambos sexos;Total Nacional;De 25 a 34 años;2003T2;5.341,9
Ambos sexos;Total Nacional;De 25 a 34 años;2003T1;5.233,1
Ambos sexos;Total Nacional;De 25 a 34 años;2002T4;5.199,8
Ambos sexos;Total Nacional;De 25 a 34 años;2002T3;5.164,9
Ambos sexos;Total Nacional;De 25 a 34 años;2002T2;5.126,9
Ambos sexos;Total Nacional;De 25 a 34 años;2002T1;5.031,4
Ambos sexos;Total Nacional;De 35 a 44 años;2024T3;5.382,2
Ambos sexos;Total Nacional;De 35 a 44 años;2024T2;5.385,7
Ambos sexos;Total Nacional;De 35 a 44 años;2024T1;5.304,2
Ambos sexos;Total Nacional;De 35 a 44 años;2023T4;5.413,6
Ambos sexos;Total Nacional;De 35 a 44 años;2023T3;5.454,2
Ambos sexos;Total Nacional;De 35 a 44 años;2023T2;5.438
Ambos sexos;Total Nacional;De 35 a 44 años;2023T1;5.364,4
Ambos sexos;Total Nacional;De 35 a 44 años;2022T4;5.441,4
Ambos sexos;Total Nacional;De 35 a 44 años;2022T3;5.445,8
Ambos sexos;Total Nacional;De 35 a 44 años;2022T2;5.433,4
Ambos sexos;Total Nacional;De 35 a 44 años;2022T1;5.421,7
Ambos sexos;Total Nacional;De 35 a 44 años;2021T4;5.557
Ambos sexos;Total Nacional;De 35 a 44 años;2021T3;5.524,2
Ambos sexos;Total Nacional;De 35 a 44 años;2021T2;5.502,8
Ambos sexos;Total Nacional;De 35 a 44 años;2021T1;5.400
Ambos sexos;Total Nacional;De 35 a 44 años;2020T4;5.435,4
Ambos sexos;Total Nacional;De 35 a 44 años;2020T3;5.445,7
Ambos sexos;Total Nacional;De 35 a 44 años;2020T2;5.321,5
Ambos sexos;Total Nacional;De 35 a 44 años;2020T1;5.656,1
Ambos sexos;Total Nacional;De 35 a 44 años;2019T4;5.795,1
Ambos sexos;Total Nacional;De 35 a 44 años;2019T3;5.771,4
Ambos sexos;Total Nacional;De 35 a 44 años;2019T2;5.820,9
Ambos sexos;Total Nacional;De 35 a 44 años;2019T1;5.792,3
Ambos sexos;Total Nacional;De 35 a 44 años;2018T4;5.861,7
Ambos sexos;Total Nacional;De 35 a 44 años;2018T3;5.850
Ambos sexos;Total Nacional;De 35 a 44 años;2018T2;5.879
Ambos sexos;Total Nacional;De 35 a 44 años;2018T1;5.799,7
Ambos sexos;Total Nacional;De 35 a 44 años;2017T4;5.850,9
Ambos sexos;Total Nacional;De 35 a 44 años;2017T3;5.868,7
Ambos sexos;Total Nacional;De 35 a 44 años;2017T2;5.866,1
Ambos sexos;Total Nacional;De 35 a 44 años;2017T1;5.778,7
Ambos sexos;Total Nacional;De 35 a 44 años;2016T4;5.834,3
Ambos sexos;Total Nacional;De 35 a 44 años;2016T3;5.806,5
Ambos sexos;Total Nacional;De 35 a 44 años;2016T2;5.794
Ambos sexos;Total Nacional;De 35 a 44 años;2016T1;5.732
Ambos sexos;Total Nacional;De 35 a 44 años;2015T4;5.751,9
Ambos sexos;Total Nacional;De 35 a 44 años;2015T3;5.736,6
Ambos sexos;Total Nacional;De 35 a 44 años;2015T2;5.694,2
Ambos sexos;Total Nacional;De 35 a 44 años;2015T1;5.564,5
Ambos sexos;Total Nacional;De 35 a 44 años;2014T4;5.592,7
Ambos sexos;Total Nacional;De 35 a 44 años;2014T3;5.571,2
Ambos sexos;Total Nacional;De 35 a 44 años;2014T2;5.543,9
Ambos sexos;Total Nacional;De 35 a 44 años;2014T1;5.412,3
Ambos sexos;Total Nacional;De 35 a 44 años;2013T4;5.477,1
Ambos sexos;Total Nacional;De 35 a 44 años;2013T3;5.437,5
Ambos sexos;Total Nacional;De 35 a 44 años;2013T2;5.443,7
Ambos sexos;Total Nacional;De 35 a 44 años;2013T1;5.389,9
Ambos sexos;Total Nacional;De 35 a 44 años;2012T4;5.451,4
Ambos sexos;Total Nacional;De 35 a 44 años;2012T3;5.502,2
Ambos sexos;Total Nacional;De 35 a 44 años;2012T2;5.512,6
Ambos sexos;Total Nacional;De 35 a 44 años;2012T1;5.516,7
